index,song_name,artist_name,album_names,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,id,link
9609,Mama's House,FBG Duck,Mama's House,0.51,0.0804544839107817,0.0893,0.8170000000000001,0.7490000000000001,0.0,0.09090909090909093,0.11699999999999999,0.7885411245756202,1,0.221,0.6106314842479716,0.8,0.677,Mama's HouseFBG Duck,
9610,BACK ON MY SH*T,Jaden Smith,BACK ON MY SH*T,0.67,0.08810940914629849,0.16,0.733,0.737,0.0,1.0,0.379,0.8030629692959631,0,0.26,0.6150925643163117,0.8,0.293,BACK ON MY SH*TJaden Smith,
9611,Betty Boop,Rico Pressley,Betty Boop,0.56,0.12428819042311898,0.294,0.7959999999999999,0.662,0.00112,0.6363636363636364,0.0814,0.8200629445146581,0,0.0508,0.5076799907559487,0.8,0.466,Betty BoopRico Pressley,
9612,No Rest,Lil Skies,No Rest,0.8300000000000001,0.0691164441579862,0.0186,0.655,0.498,4.47e-06,0.8181818181818182,0.139,0.634921814982777,1,0.0479,0.6720961711470052,0.8,0.508,No RestLil Skies,
9613,Wat U On (feat. Gunna),Moneybagg Yo,Bet On Me,0.7000000000000001,0.0849410242896451,0.028999999999999998,0.835,0.46799999999999997,0.0,0.09090909090909093,0.245,0.7879959358659827,1,0.239,0.5202750105233619,0.8,0.401,Wat U On (feat. Gunna)Moneybagg Yo,
9614,TAlk tO Me (with Rich The Kid),Tory Lanez,TAlk tO Me (with Rich The Kid),0.8200000000000001,0.09650565699086802,0.0613,0.7290000000000001,0.6559999999999999,0.0,0.0,0.0874,0.7485936609421853,1,0.0432,0.6601573139428354,0.8,0.4920000000000001,TAlk tO Me (with Rich The Kid)Tory Lanez,
9615,Break The Bank (feat. Offset),Young Dolph,Role Model,0.7000000000000001,0.0963361318961186,0.00445,0.941,0.6709999999999999,0.0028399999999999996,0.7272727272727273,0.139,0.8056154437092657,1,0.322,0.5779512871515942,0.8,0.198,Break The Bank (feat. Offset)Young Dolph,
9616,Top 5 (feat. Playboi Carti),Kap G,no kap,0.62,0.08339907326281537,0.0665,0.885,0.6709999999999999,0.0,0.18181818181818185,0.0963,0.7836344261888831,0,0.109,0.6397172310765192,0.8,0.9259999999999999,Top 5 (feat. Playboi Carti)Kap G,
9617,$$$ - with Matt Ox,XXXTENTACION,?,0.78,0.06624514783371546,0.0636,0.774,0.507,0.0,0.09090909090909093,0.138,0.7884419993556858,0,0.065,0.5780296965144974,0.8,0.508,$$$ - with Matt OxXXXTENTACION,
9618,Do You Understand? (feat. Gunna & Tory Lanez),Shy Glizzy,Do You Understand? (feat. Gunna & Tory Lanez),0.74,0.1495267284566055,0.0583,0.878,0.527,0.0,0.3636363636363637,0.0976,0.832007533516715,0,0.111,0.5363365494928152,0.8,0.17800000000000002,Do You Understand? (feat. Gunna & Tory Lanez)Shy Glizzy,
9619,All In,Nebu Kiniza,All In,0.66,0.08314730332011823,0.000799,0.7340000000000001,0.746,0.0,0.6363636363636364,0.11900000000000001,0.7675017966446113,1,0.0542,0.3473823653216022,0.8,0.562,All InNebu Kiniza,
9620,Ight,Blac Youngsta,F*ck Everybody 2,0.62,0.10846584824650628,0.0187,0.9279999999999999,0.56,0.0,1.0,0.10300000000000001,0.7151636805194161,0,0.34299999999999997,0.5776995518285888,0.8,0.52,IghtBlac Youngsta,
9621,Follow Me (with Lil Durk),FXXXXY,Follow Me (with Lil Durk),0.54,0.11120734317809758,0.245,0.792,0.6,0.0,0.4545454545454546,0.155,0.8158501226674597,0,0.102,0.5038833268679999,0.8,0.39299999999999996,Follow Me (with Lil Durk)FXXXXY,
9622,Downfall (feat. Young Dolph & Lil Baby),Lil Durk,Downfall (feat. Young Dolph & Lil Baby),0.64,0.14193838238371306,0.0728,0.588,0.618,0.0,0.0,0.242,0.7506257279508339,0,0.4920000000000001,0.3430492163190519,0.8,0.365,Downfall (feat. Young Dolph & Lil Baby)Lil Durk,
9623,OtherSide,Icy Narco,OtherSide,0.59,0.09067018920790937,0.34600000000000003,0.636,0.48200000000000004,0.000202,0.09090909090909093,0.0839,0.7134042078655862,0,0.0538,0.5577216715225448,0.8,0.0947,OtherSideIcy Narco,
9624,HOLLYWOOD,BIA,HOLLYWOOD,0.52,0.11263124207624042,0.05,0.981,0.504,0.0,0.5454545454545454,0.128,0.7591752781701484,1,0.0856,0.5199366122203055,0.8,0.8109999999999999,HOLLYWOODBIA,
9625,No Scope,Phora,No Scope,0.55,0.0902874988950097,0.0278,0.475,0.7390000000000001,0.0,0.0,0.0827,0.7770673803682502,1,0.483,0.3800212943322411,1.0,0.327,No ScopePhora,
9626,No Smoke,D Savage,No Smoke,0.63,0.0940013852941736,0.00614,0.764,0.4970000000000001,0.0,0.0,0.14,0.7216316011201149,1,0.14800000000000002,0.4949240254541553,0.8,0.0701,No SmokeD Savage,
9627,Late Night,Bri Steves,Late Night,0.45,0.0869758849153997,0.0659,0.797,0.738,0.000143,1.0,0.125,0.8274973360097142,0,0.17,0.4744839425878391,0.8,0.76,Late NightBri Steves,
9628,GRAVE,Lil Gnar,Gnar Lif3,0.65,0.08280433670928852,0.322,0.7020000000000001,0.667,0.0,0.9090909090909092,0.105,0.7584814016306098,0,0.276,0.6513507044462236,0.8,0.802,GRAVELil Gnar,
9629,Lean Wit Me,Juice WRLD,Goodbye & Good Riddance,0.89,0.09161908214749692,0.0414,0.665,0.6509999999999999,0.0,0.09090909090909093,0.0896,0.824052734617005,1,0.156,0.6765283635553281,0.8,0.237,Lean Wit MeJuice WRLD,
9630,Made,Cousin Stizz,Cold Times,0.53,0.09065172607877826,0.0692,0.8140000000000001,0.408,0.0,0.4545454545454546,0.0958,0.8036825019205511,0,0.0578,0.6602769913914773,0.8,0.297,MadeCousin Stizz,
9631,Too Turnt (feat. Trippie Redd),LouGotCash,Too Turnt,0.53,0.10952551996088054,0.107,0.9359999999999999,0.747,0.0,0.5454545454545454,0.11599999999999999,0.8470745669466954,1,0.33,0.5371082626961265,0.8,0.69,Too Turnt (feat. Trippie Redd)LouGotCash,
9632,IN YA FEELINGS,Only One Felipe,The Only One 2,0.45,0.07006253965376598,0.00293,0.96,0.596,0.0,1.0,0.0863,0.8129754912893713,1,0.33,0.5201512062661461,0.8,0.779,IN YA FEELINGSOnly One Felipe,
9633,Chasing Shadows,Justin Mylo,Chasing Shadows,0.67,0.10238140796465822,0.0107,0.585,0.856,1.34e-05,0.0,0.0629,0.8207816023591803,0,0.0584,0.5284543451167474,0.8,0.165,Chasing ShadowsJustin Mylo,
9634,Freewheelin',Jack Wins,Freewheelin',0.68,0.11188320560204908,0.0696,0.598,0.8220000000000001,0.0,0.09090909090909093,0.3720000000000001,0.8419943994250737,1,0.0451,0.5160821730123226,0.8,0.268,Freewheelin'Jack Wins,
9635,Be Somebody (feat. Kiiara),Steve Aoki,Be Somebody (feat. Kiiara),0.52,0.10422212599015523,0.00557,0.698,0.875,1.88e-06,1.0,0.0618,0.8451168438529973,1,0.0824,0.474632507696498,0.8,0.39,Be Somebody (feat. Kiiara)Steve Aoki,
9636,Dream Bigger,Axwell /\ Ingrosso,More Than You Know,0.63,0.1033935231343008,0.006520000000000001,0.642,0.9079999999999999,1.4999999999999999e-05,0.6363636363636364,0.0863,0.8863777166505589,1,0.166,0.5158551985407605,0.8,0.735,Dream BiggerAxwell /\ Ingrosso,
9637,Bashment Ting,Rob & Jack,Bashment Ting,0.53,0.0829788972028919,0.00492,0.775,0.987,0.0,0.7272727272727273,0.11,0.8972071469283572,1,0.126,0.5286648123540141,0.8,0.18600000000000005,Bashment TingRob & Jack,
9638,Burn Out (feat. Dewain Whitmore),Martin Garrix,Burn Out (feat. Dewain Whitmore),0.8300000000000001,0.10536404255247724,0.0156,0.594,0.722,0.0,0.3636363636363637,0.0667,0.8182043466408941,0,0.0398,0.5277238999991746,0.8,0.40700000000000003,Burn Out (feat. Dewain Whitmore)Martin Garrix,
9639,Secrets,Erik Frank,Secrets,0.47,0.11397569357024324,0.762,0.743,0.748,6.25e-05,0.0,0.0939,0.8412261789705846,1,0.0519,0.5203327858433958,0.8,0.47600000000000003,SecretsErik Frank,
9640,All For Love,Tungevaag & Raaban,All For Love,0.76,0.09426490450086328,0.145,0.6890000000000001,0.9009999999999999,1.0300000000000001e-05,0.6363636363636364,0.45899999999999996,0.9252595841697024,1,0.0678,0.5163256547181801,0.8,0.6509999999999999,All For LoveTungevaag & Raaban,
9641,Would I Lie To You - Radio Edit,David Guetta,Would I Lie To You,0.6900000000000001,0.103867410115333,0.00718,0.6709999999999999,0.826,0.0,0.6363636363636364,0.631,0.8178326270661413,0,0.309,0.5116664878382952,0.8,0.774,Would I Lie To You - Radio EditDavid Guetta,
9642,The Heat (I Wanna Dance With Somebody),Ralph Felix,The Heat (I Wanna Dance With Somebody),0.64,0.11679551692845146,0.032,0.56,0.8959999999999999,0.000113,0.6363636363636364,0.262,0.8692538349069462,0,0.0673,0.5116706146468689,0.8,0.3,The Heat (I Wanna Dance With Somebody)Ralph Felix,
9643,Side Effects - Fedde Le Grand Remix,The Chainsmokers,Side Effects - Remixes,0.68,0.08971961780203723,0.0382,0.633,0.8540000000000001,2.8300000000000014e-05,0.0,0.434,0.8604564716377965,0,0.0432,0.5200851773289644,0.8,0.659,Side Effects - Fedde Le Grand RemixThe Chainsmokers,
9644,Show You Love,Kato,Show You Love,0.51,0.0955159213716874,0.289,0.6890000000000001,0.8320000000000001,0.0,0.4545454545454546,0.0749,0.8331226922409734,0,0.0745,0.5114601474096022,0.8,0.657,Show You LoveKato,
9645,Close Your Eyes,Luke ST,Close Your Eyes,0.61,0.08136533161458387,0.11,0.7290000000000001,0.7609999999999999,0.00128,0.18181818181818185,0.0973,0.8249944242063787,1,0.11900000000000001,0.5118769550755619,0.8,0.374,Close Your EyesLuke ST,
9646,Lonely Together (feat. Rita Ora),Avicii,AVĪCI (01),0.47,0.09500790557620067,0.13699999999999998,0.648,0.667,2.1e-05,0.18181818181818185,0.0797,0.829529403018363,0,0.065,0.4249209716158106,0.8,0.217,Lonely Together (feat. Rita Ora)Avicii,
9647,Alone (Calvin Harris Remix) (Feat. Stefflon Don),Halsey,Alone (Calvin Harris Remix) (Feat. Stefflon Don),0.75,0.10473573667325743,0.13699999999999998,0.8290000000000001,0.8190000000000001,0.00792,0.18181818181818185,0.282,0.8757217555076451,0,0.131,0.511493161878193,0.8,0.35,Alone (Calvin Harris Remix) (Feat. Stefflon Don)Halsey,
9648,Over You,Hogland,Over You,0.64,0.10199480123042767,0.179,0.505,0.5720000000000001,0.0,0.0,0.225,0.8229127945877629,1,0.0518,0.5199985143489133,0.8,0.273,Over YouHogland,
9649,Freedom,David Guetta,Freedom,0.61,0.12485551202732993,0.00266,0.456,0.802,0.37,0.6363636363636364,0.122,0.7829653309543281,1,0.0962,0.4807608184286764,0.8,0.0616,FreedomDavid Guetta,
9650,Just Fine!,Isaac Elton,Just Fine!,0.62,0.09761120678368934,0.0011,0.71,0.875,0.358,0.09090909090909093,0.205,0.7095631055931406,0,0.0376,0.4787840771217986,0.8,0.35700000000000004,Just Fine!Isaac Elton,
9651,Oasis - Kyco x Barkley Remix,The Him,Oasis (Kyco x Barkley Remix),0.67,0.08457791608339964,0.013000000000000001,0.8140000000000001,0.755,0.0026,0.3636363636363637,0.0889,0.7495105692265754,0,0.0751,0.5075190452215683,0.8,0.55,Oasis - Kyco x Barkley RemixThe Him,
9652,Only One - Radio Edit,Sigala,Only One (Radio Edit),0.65,0.10736925027386976,0.0039,0.626,0.938,0.000452,0.6363636363636364,0.599,0.8862538101256412,1,0.0944,0.5155704487491644,0.8,0.518,Only One - Radio EditSigala,
9653,Carry Me Home (feat. Jake Reese),KSHMR,Carry Me Home (feat. Jake Reese),0.71,0.10028836050770247,0.013999999999999999,0.662,0.884,3.7e-05,0.8181818181818182,0.087,0.8590191559487522,0,0.0599,0.5283511749024009,0.8,0.484,Carry Me Home (feat. Jake Reese)KSHMR,
9654,Remedy,Mike Mago,Remedy,0.7000000000000001,0.10219118178573147,0.0321,0.738,0.965,0.0128,0.0,0.111,0.8825613956830967,0,0.0776,0.5077914145874429,0.8,0.488,RemedyMike Mago,
9655,Levels - Radio Edit,Avicii,Levels,0.45,0.10512961676138813,0.0585,0.62,0.8809999999999999,0.7140000000000001,0.09090909090909093,0.311,0.815726216142542,0,0.0372,0.5201223186061291,0.8,0.415,Levels - Radio EditAvicii,
9656,Love On Me,Galantis,Love On Me,0.71,0.10849606063962994,0.105,0.562,0.9059999999999999,0.0,0.3636363636363637,0.145,0.9090526107104799,1,0.0758,0.5123267772101123,0.8,0.674,Love On MeGalantis,
9657,Be Mine,Ofenbach,Be Mine,0.75,0.08354398085205662,0.19399999999999998,0.779,0.6659999999999999,0.000556,0.4545454545454546,0.0576,0.7783064456174262,1,0.0482,0.5076964979902442,0.8,0.507,Be MineOfenbach,
9658,Pumped Up,Klingande,Pumped Up,0.51,0.0923564883352188,0.00719,0.732,0.7340000000000001,1.49e-05,0.0,0.34,0.8015513096919684,1,0.107,0.5077336392674089,0.8,0.643,Pumped UpKlingande,
9659,Tired,Alan Walker,Tired,0.76,0.10077008033139638,0.0428,0.69,0.8759999999999999,0.0,0.18181818181818185,0.147,0.8576561841746586,1,0.059000000000000004,0.511699502306886,0.8,0.493,TiredAlan Walker,
9660,Cola - Robin Schulz Remix,CamelPhat,Cola (Robin Schulz Remix),0.54,0.10282508255256677,0.106,0.706,0.847,0.0888,0.9090909090909092,0.13699999999999998,0.8515599831487126,0,0.0709,0.5154631517262439,0.8,0.5920000000000001,Cola - Robin Schulz RemixCamelPhat,
9661,Sweet Memories,CID,Sweet Memories,0.7000000000000001,0.0813781998560995,0.0268,0.624,0.9229999999999999,0.00022799999999999999,0.8181818181818182,0.0509,0.8256883007459173,0,0.0335,0.5158263108807435,0.8,0.402,Sweet MemoriesCID,
9662,+1 (feat. Sam White) - Radio Edit,Martin Solveig,+1,0.12,0.10142412269364744,0.113,0.767,0.807,0.0169,1.0,0.1,0.865957921344138,0,0.0369,0.5156199704520505,0.8,0.716,+1 (feat. Sam White) - Radio EditMartin Solveig,
9663,Keep My Light On,DubVision,Keep My Light On,0.68,0.08560178051703475,0.162,0.518,0.899,0.0,0.9090909090909092,0.191,0.8785963868857334,1,0.0771,0.5283635553281225,0.8,0.488,Keep My Light OnDubVision,
9664,Runnin',Low Steppa,Runnin',0.61,0.07079546993139549,0.000653,0.551,0.935,0.00217,0.0,0.298,0.8590934998637029,1,0.0368,0.5077501465017044,0.8,0.324,Runnin'Low Steppa,
9665,Love You More,Mount Cashmore,Love You More,0.6,0.09316830652822676,0.133,0.6859999999999999,0.956,1.05e-06,1.0,0.805,0.923574455430823,0,0.0691,0.5037801566536535,0.8,0.8220000000000001,Love You MoreMount Cashmore,
9666,Loving Every Minute - Ghastly Remix,Latroit,Loving Every Minute (Ghastly Remix),0.58,0.11422914197922507,0.012,0.638,0.889,0.49,0.9090909090909092,0.321,0.8461080960523382,0,0.0377,0.5160161440751411,0.8,0.62,Loving Every Minute - Ghastly RemixLatroit,
9667,Breathe,Jax Jones,Breathe,0.47,0.1094522269331176,0.0234,0.722,0.7440000000000001,0.000157,1.0,0.14300000000000002,0.8239288280920873,0,0.0363,0.5199159781774362,0.8,0.6859999999999999,BreatheJax Jones,
9668,Wrong Move,R3HAB,Wrong Move,0.71,0.11138973651436264,0.161,0.722,0.705,1.63e-06,0.4545454545454546,0.113,0.8164696552920476,0,0.0505,0.5117902920955109,0.8,0.5329999999999999,Wrong MoveR3HAB,
9669,Like You Mean It,Robin Schulz,Uncovered,0.64,0.11293448498500012,0.0576,0.395,0.7440000000000001,0.0,0.8181818181818182,0.0702,0.7974128317597204,0,0.245,0.478598370735975,0.8,0.365,Like You Mean ItRobin Schulz,
9670,Behind (feat. Fiora),Cages,Behind (feat. Fiora),0.62,0.1002497557831556,0.0374,0.6809999999999999,0.9,0.00157,0.0,0.0816,0.8220702302183234,1,0.0739,0.5076015813930455,0.8,0.457,Behind (feat. Fiora)Cages,
9671,Jealousy - GOLD RVSH Remix,Disciples,"Jealousy (Remixes, Pt. 2)",0.64,0.11144624487927912,0.0279,0.759,0.715,0.00043,1.0,0.0733,0.7741431863801947,0,0.0337,0.4953325795029672,0.8,0.444,Jealousy - GOLD RVSH RemixDisciples,
9672,Dirty Sexy Money (feat. Charli XCX & French Montana) - Joe Stone Remix,David Guetta,Dirty Sexy Money (feat. Charli XCX & French Montana) [Remixes],0.63,0.15960032360829968,0.0607,0.7170000000000001,0.925,0.00043799999999999997,0.5454545454545454,0.19,0.9135875895224642,1,0.147,0.5199489926460271,0.8,0.92,Dirty Sexy Money (feat. Charli XCX & French Montana) - Joe Stone RemixDavid Guetta,
9673,Dreamer,Tommy Trash,Dreamer,0.59,0.0979323533328186,0.0112,0.625,0.9359999999999999,6.38e-05,0.8181818181818182,0.0786,0.8637028225906376,0,0.0316,0.5241542105827879,0.8,0.33299999999999996,DreamerTommy Trash,
9674,Sweat (A La La La La Long),John Gibbons,Sweat (A La La La La Long),0.59,0.09693142793840699,0.11900000000000001,0.6579999999999999,0.955,9.09e-06,0.3636363636363637,0.156,0.8844695561668278,0,0.12,0.4907930900717239,0.8,0.614,Sweat (A La La La La Long)John Gibbons,
9675,Keep This Fire Burning,Bolier,Keep This Fire Burning,0.63,0.08394177736151814,0.0987,0.585,0.87,0.0,0.6363636363636364,0.10400000000000001,0.8596139072683567,0,0.0469,0.5115509371982271,0.8,0.305,Keep This Fire BurningBolier,
9676,Let's Get Ill,DJ Snake,Let's Get Ill,0.6900000000000001,0.13700425099561025,0.009000000000000001,0.7040000000000001,0.9890000000000001,0.0443,0.7272727272727273,0.0814,0.8348573835898199,1,0.073,0.5281984829851682,0.8,0.12300000000000001,Let's Get IllDJ Snake,
9677,Open,Yellow Claw,Los Amsterdam,0.53,0.1112347581274135,0.131,0.522,0.86,0.0209,0.9090909090909092,0.122,0.8672217678982975,0,0.145,0.5283099068166623,0.8,0.259,OpenYellow Claw,
9678,Bad At Love - Recorded at Sound Stage Studios Nashville,Old Dominion,Spotify Singles,0.66,0.0945536007018227,0.292,0.767,0.677,0.0,0.4545454545454546,0.292,0.8450424999380467,1,0.0332,0.4950271956685017,0.8,0.591,Bad At Love - Recorded at Sound Stage Studios NashvilleOld Dominion,
9679,Come Back Road (Acoustic Sessions),Logan Mize,Acoustic Sessions,0.49,0.08295260123109907,0.243,0.7340000000000001,0.6809999999999999,0.0,0.6363636363636364,0.13,0.8138676182687781,1,0.0405,0.3713756303700097,0.8,0.672,Come Back Road (Acoustic Sessions)Logan Mize,
9680,Look At You,Seth Ennis,Mabelle - EP,0.6900000000000001,0.10262030966583977,0.042,0.687,0.625,0.0,0.09090909090909093,0.151,0.7886898124055213,0,0.0284,0.4292995155126734,0.8,0.866,Look At YouSeth Ennis,
9681,It Goes On,Zac Brown,It Goes On,0.5700000000000001,0.10784145878861733,0.647,0.508,0.513,0.000131,0.09090909090909093,0.0828,0.7627685673927589,0,0.0265,0.3702737724807896,0.8,0.12300000000000001,It Goes OnZac Brown,
9682,Beautiful Crazy (feat. Leon Bridges) - Live,Luke Combs,Beautiful Crazy (feat. Leon Bridges) [Live],0.6,0.09758547030065808,0.623,0.41,0.485,0.0,1.0,0.196,0.8030629692959631,1,0.0284,0.6185343226669088,0.6000000000000001,0.23,Beautiful Crazy (feat. Leon Bridges) - LiveLuke Combs,
9683,Take It From Me - Stripped,Jordan Davis,Take It From Me (Stripped),0.51,0.09068305744942502,0.276,0.645,0.843,0.0,0.8181818181818182,0.272,0.8401853641612768,1,0.0534,0.7428833186143827,0.8,0.968,Take It From Me - StrippedJordan Davis,
9684,All On Me - Recorded at Spotify Studios NYC,Devin Dawson,Spotify Singles,0.53,0.1117086451084457,0.299,0.6679999999999999,0.389,2.2e-05,0.3636363636363637,0.10300000000000001,0.7095135429831735,1,0.0576,0.3300456425028269,0.8,0.696,All On Me - Recorded at Spotify Studios NYCDevin Dawson,
9685,If It Ain't You,Smithfield,If It Ain't You,0.6,0.10809155026502984,0.444,0.364,0.379,3.5499999999999996e-05,0.0,0.0777,0.6297177409362378,1,0.0313,0.5873315230399723,0.8,0.0883,If It Ain't YouSmithfield,
9686,So Do I,Jordan Davis,Home State,0.54,0.09842134651041264,0.128,0.545,0.903,0.0,1.0,0.111,0.8646692934849949,1,0.0602,0.7185392748371974,0.8,0.847,So Do IJordan Davis,
9687,Castle On The Hill - Recorded at Sound Stage Nashville,Thomas Rhett,Spotify Singles,0.5700000000000001,0.13602626464042214,0.121,0.6679999999999999,0.545,6.12e-05,0.0,0.146,0.7482219413674325,1,0.0296,0.5488036381944388,0.8,0.586,Castle On The Hill - Recorded at Sound Stage NashvilleThomas Rhett,
9688,Singles You Up - Stripped,Jordan Davis,Singles You Up (Stripped),0.51,0.09433707855110314,0.16399999999999998,0.716,0.76,0.0,0.6363636363636364,0.127,0.8336926622555944,1,0.0299,0.41268911100289696,0.8,0.695,Singles You Up - StrippedJordan Davis,
9689,Whole Lot in Love - Acoustic,Austin Burke,Whole Lot in Love (Acoustic),0.48,0.0807739519936263,0.715,0.85,0.38799999999999996,0.0,0.6363636363636364,0.102,0.7417540207667336,1,0.0634,0.4621777994205961,0.8,0.591,Whole Lot in Love - AcousticAustin Burke,
9690,Lose It - Acoustic,Kane Brown,Weekend,0.55,0.09571789681460667,0.0954,0.603,0.7829999999999999,0.0,0.3636363636363637,0.349,0.8292568086635442,0,0.0294,0.37958797943198597,0.8,0.605,Lose It - AcousticKane Brown,
9691,Blue Tacoma - Recorded at Sound Stage Studios Nashville,Russell Dickerson,Spotify Singles,0.52,0.10668891193982588,0.147,0.574,0.638,0.0,0.7272727272727273,0.185,0.7403167050776894,1,0.062,0.6592700500994559,0.8,0.695,Blue Tacoma - Recorded at Sound Stage Studios NashvilleRussell Dickerson,
9692,Better Boat (feat. Mindy Smith),Kenny Chesney,Songs for the Saints,0.59,0.11914033432810435,0.8270000000000001,0.574,0.265,2.25e-05,0.5454545454545454,0.133,0.6806928852873393,1,0.0302,0.5934680873892983,0.8,0.39399999999999996,Better Boat (feat. Mindy Smith)Kenny Chesney,
9693,Made That Way,Jordan Davis,Home State,0.54,0.09051073491086783,0.11699999999999999,0.48,0.805,0.0,0.7272727272727273,0.079,0.8257130820509008,1,0.0451,0.7013469903185071,0.8,0.467,Made That WayJordan Davis,
9694,Whiskey - Recorded at Spotify Studios NYC,Devin Dawson,Spotify Singles,0.52,0.10869747659378766,0.6579999999999999,0.588,0.33,1.15e-06,0.0,0.085,0.5902906847074567,0,0.0934,0.41254879951138573,0.8,0.231,Whiskey - Recorded at Spotify Studios NYCDevin Dawson,
9695,Best Years of My Life,Pistol Annies,Best Years of My Life,0.55,0.11790274518755743,0.316,0.435,0.41100000000000003,1.15e-05,0.6363636363636364,0.111,0.7505018214259163,1,0.0383,0.7827606698635676,0.8,0.172,Best Years of My LifePistol Annies,
9696,Ain't Always Pretty (Acoustic Sessions),Logan Mize,Ain't Always Pretty (Acoustic Sessions),0.21,0.10537299437266204,0.595,0.583,0.54,0.0,0.09090909090909093,0.10400000000000001,0.7990236165836493,1,0.0269,0.6598725641512393,0.8,0.645,Ain't Always Pretty (Acoustic Sessions)Logan Mize,
9697,All To Myself,Dan + Shay,All To Myself,0.72,0.08818214268529988,0.23,0.6509999999999999,0.782,0.0,0.09090909090909093,0.139,0.8461824399672887,1,0.0303,0.3917992060020303,0.8,0.619,All To MyselfDan + Shay,
9698,Dive - Recorded At Sound Stage Nashville,Luke Combs,Spotify Singles,0.6900000000000001,0.13923549217666864,0.6709999999999999,0.742,0.363,1.43e-06,0.09090909090909093,0.145,0.7578123063960549,1,0.0282,0.5402859052979968,0.6000000000000001,0.35100000000000003,Dive - Recorded At Sound Stage NashvilleLuke Combs,
9699,Much Too Young (To Feel This Damn Old) - Recorded at Spotify Studios NYC,Jason Aldean,Spotify Singles,0.38,0.08113985764367951,0.0492,0.505,0.5710000000000001,3.88e-06,0.6363636363636364,0.0605,0.6935296012688028,1,0.0347,0.6540166227849354,0.8,0.526,Much Too Young (To Feel This Damn Old) - Recorded at Spotify Studios NYCJason Aldean,
9700,House of the Rising Sun,Abby Anderson,House of the Rising Sun,0.45,0.09500846506496224,0.248,0.45,0.451,0.00469,0.5454545454545454,0.155,0.751914355809977,0,0.031,0.5706179483158494,0.8,0.17,House of the Rising SunAbby Anderson,
9701,Stay,Ryan Kinder,The Road,0.61,0.11482164057770572,0.418,0.522,0.434,0.0,0.3636363636363637,0.109,0.7630411617475776,1,0.0321,0.5260731765696316,0.8,0.172,StayRyan Kinder,
9702,Heaven - Acoustic,Kane Brown,Heaven (Acoustic),0.58,0.09096448029648428,0.0762,0.6920000000000001,0.7090000000000001,1.64e-06,0.8181818181818182,0.10300000000000001,0.8147845265531684,1,0.03,0.3302065880372073,0.8,0.662,Heaven - AcousticKane Brown,
9703,Got My Name Changed Back,Pistol Annies,Got My Name Changed Back,0.5,0.09077873002764994,0.0189,0.639,0.871,0.00463,0.8181818181818182,0.0439,0.8176343766262731,1,0.044000000000000004,0.4088635594549312,0.8,0.812,Got My Name Changed BackPistol Annies,
9704,Better Off Gone (Acoustic Sessions),Logan Mize,Acoustic Sessions,0.29,0.10742408017250156,0.701,0.423,0.39299999999999996,0.0,0.2727272727272727,0.21100000000000002,0.8142889004534979,1,0.0291,0.7424995254170139,0.8,0.467,Better Off Gone (Acoustic Sessions)Logan Mize,
9705,I Don't Remember Me (Before You),Brothers Osborne,Port Saint Joe,0.63,0.1010884294367179,0.10400000000000001,0.614,0.614,3.59e-05,0.3636363636363637,0.10400000000000001,0.7749361881396675,0,0.0314,0.6026378560404096,0.8,0.598,I Don't Remember Me (Before You)Brothers Osborne,
9706,19 You + Me - Live Acoustic Bonus Track,Dan + Shay,Where It All Began,0.51,0.11732815022944636,0.5710000000000001,0.41600000000000004,0.42200000000000004,0.0,0.5454545454545454,0.161,0.7597452481847694,1,0.0279,0.6215262588829554,0.6000000000000001,0.703,19 You + Me - Live Acoustic Bonus TrackDan + Shay,
9707,One Number Away - Recorded At Sound Stage Nashville,Luke Combs,Spotify Singles,0.54,0.11916383285608942,0.619,0.7,0.633,0.0,0.6363636363636364,0.33899999999999997,0.7715163680519417,0,0.0334,0.5860687196163717,0.8,0.506,One Number Away - Recorded At Sound Stage NashvilleLuke Combs,
9708,Eyes On You - Acoustic Chill,Chase Rice,Eyes On You (Acoustic Chill),0.55,0.09095944489763036,0.433,0.7170000000000001,0.45899999999999996,1.89e-05,0.8181818181818182,0.109,0.8101752038262335,1,0.0412,0.4127262522800617,0.8,0.575,Eyes On You - Acoustic ChillChase Rice,
9709,Castaway,Brett Eldredge,Brett Eldredge,0.58,0.09486691440829027,0.8340000000000001,0.445,0.22699999999999998,0.0,0.18181818181818185,0.115,0.686442148043516,1,0.0328,0.3772976006734952,0.8,0.195,CastawayBrett Eldredge,
9710,Costume Party,Lauren Duski,Costume Party,0.51,0.09195421591566492,0.281,0.384,0.545,0.0,0.2727272727272727,0.149,0.7825936113795753,1,0.0351,0.6937412821168877,0.8,0.179,Costume PartyLauren Duski,
9711,Stupid (Acoustic),Levi Hummon,Stupid (Acoustic),0.41,0.09768226185640608,0.304,0.7040000000000001,0.45299999999999996,0.0,0.9090909090909092,0.26,0.7749114068346841,1,0.03,0.3796581351777417,0.8,0.428,Stupid (Acoustic)Levi Hummon,
